Deals:,,,,,,,,,,,,
Open Time,Ticket,Type,Size,Item,Price,Order,Comment,,Entry,Commission,Swap,Profit
2025.08.04 16:08:14,17640380,sell,0.05,USDJPY,147.018,79918292,,,in,0,0,0
2025.08.04 16:13:30,17640407,buy,0.05,EURUSD,1.15876,79918318,,,in,0,0,0
2025.08.04 17:10:29,17641211,sell,0.05,EURUSD,1.15667,79919143,[sl 1.15667],,out,0,0,-9.03
2025.08.04 17:29:57,17641495,buy,0.05,USDJPY,147.002,79919427,,,out,0,0,0.47
2025.08.04 17:56:10,17641807,buy,0.05,USDJPY,147.25,79919742,,,in,0,0,0
2025.08.04 18:11:44,17641990,sell,0.05,USDJPY,147.3,79919925,,,out,0,0,1.47
2025.08.04 18:22:07,17642048,buy,0.05,USDJPY,147.333,79919982,,,in,0,0,0
2025.08.05 07:30:01,17643995,buy,0.05,EURUSD,1.15564,79922092,,,out,0,0.16,3.85
2025.08.05 11:08:23,17645214,sell,0.05,USDJPY,147.384,79923334,,,out,0,0.35,1.5
2025.08.05 11:48:55,17645531,sell,0.05,USDJPY,147.567,79923646,,,out,0,0.35,0.26
2025.08.05 13:26:05,17645937,sell,0.05,EURUSD,1.15366,79924049,,,in,0,0,0
2025.08.05 13:33:45,17645965,sell,0.05,USDJPY,147.683,79924078,,,in,0,0,0
2025.08.05 13:47:09,17646008,buy,0.05,EURUSD,1.15447,79924123,,,in,0,0,0
2025.08.05 14:09:34,17646084,sell,0.05,EURUSD,1.15378,79924203,,,out,0,0,-2.99
2025.08.05 15:39:22,17646724,buy,0.05,USDJPY,147.701,79924839,,,in,0,0,0
2025.08.05 16:38:56,17647239,buy,0.05,USDJPY,147.618,79925362,,,out,0,0,1.91
2025.08.05 18:08:10,17649087,buy,0.05,EURUSD,1.15772,79927216,,,in,0,0,0
2025.08.05 18:30:09,17649359,sell,0.05,EURUSD,1.15798,79927500,,,out,0,0,1.12
2025.08.06 13:09:19,17655977,sell,0.05,USDJPY,147.778,79934181,,,out,0,0.35,2.25
2025.08.06 13:12:30,17656043,buy,0.05,EURUSD,1.1603,79934247,,,in,0,0,0
2025.08.06 13:12:52,17656065,sell,0.05,USDJPY,147.742,79934269,,,in,0,0,0
2025.08.06 13:32:57,17656423,sell,0.05,EURUSD,1.15956,79934633,,,out,0,0,-3.19
2025.08.06 14:00:54,17656638,buy,0.05,USDJPY,147.624,79934845,,,out,0,0,3.44
2025.08.06 14:16:58,17656749,sell,0.05,USDJPY,147.555,79934958,,,in,0,0,0
2025.08.06 15:51:22,17657620,buy,0.05,EURUSD,1.16202,79935840,,,in,0,0,0
2025.08.06 15:56:38,17657799,buy,0.05,USDJPY,147.438,79936015,[tp 147.443],,out,0,0,3.41
2025.08.06 16:01:26,17657944,sell,0.05,USDJPY,147.392,79936160,,,in,0,0,0
2025.08.06 16:29:09,17658330,sell,0.05,EURUSD,1.16252,79936546,,,out,0,0,2.15
2025.08.06 16:30:50,17658368,buy,0.05,EURUSD,1.16292,79936584,,,in,0,0,0
2025.08.06 16:34:56,17658451,buy,0.05,USDJPY,147.455,79936667,[sl 147.449],,out,0,0,-1.84
2025.08.06 16:35:36,17658487,sell,0.05,EURUSD,1.16215,79936705,,,out,0,0,-3.31
2025.08.06 16:37:11,17658500,sell,0.05,USDJPY,147.419,79936718,,,in,0,0,0
2025.08.06 17:03:34,17659119,buy,0.05,USDJPY,147.366,79937335,,,out,0,0,1.55
2025.08.06 17:22:06,17659330,sell,0.05,EURUSD,1.16287,79937542,,,in,0,0,0
2025.08.06 18:09:08,17660104,buy,0.05,EURUSD,1.16386,79938319,,,in,0,0,0
2025.08.06 18:16:54,17660258,buy,0.05,EURUSD,1.1643,79938472,[sl 1.16429],,out,0,0,-6.14
2025.08.06 20:04:47,17661556,sell,0.05,EURUSD,1.16404,79939762,,,out,0,0,0.77
2025.08.06 22:54:52,17662628,sell,0.05,EURUSD,1.16566,79940848,,,in,0,0,0
2025.08.06 22:56:48,17662645,buy,0.05,USDJPY,147.181,79940865,,,in,0,0,0
2025.08.07 13:41:59,17666523,sell,0.05,USDJPY,147.284,79944828,,,out,0,1.04,3
2025.08.07 13:45:25,17666539,buy,0.05,USDJPY,147.367,79944843,,,in,0,0,0
2025.08.07 15:24:58,17667887,sell,0.05,USDJPY,147.156,79946223,,,in,0,0,0
2025.08.07 16:02:54,17668456,buy,0.05,USDJPY,147.308,79946811,,,out,0,0,-4.43
2025.08.07 16:15:32,17668592,buy,0.05,EURUSD,1.16521,79946946,,,out,0,0.47,1.93
2025.08.07 16:17:50,17668611,sell,0.05,EURUSD,1.16491,79946965,,,in,0,0,0
2025.08.07 16:18:25,17668615,sell,0.05,USDJPY,147.211,79946968,,,in,0,0,0
2025.08.07 16:30:01,17668738,buy,0.05,EURUSD,1.16557,79947091,,,in,0,0,0
2025.08.07 16:37:43,17668909,buy,0.05,USDJPY,147.195,79947267,,,out,0,0,0.47
2025.08.07 16:39:04,17668927,buy,0.05,EURUSD,1.16471,79947285,,,out,0,0,0.86
2025.08.07 16:44:18,17669014,sell,0.05,USDJPY,147.183,79947370,,,in,0,0,0
2025.08.07 17:08:30,17669471,sell,0.05,EURUSD,1.16302,79947827,[sl 1.16308],,out,0,0,-10.96
2025.08.07 17:36:34,17670179,buy,0.05,USDJPY,147.419,79948535,,,out,0,0,-6.89
2025.08.07 17:40:30,17670245,sell,0.05,EURUSD,1.16202,79948601,,,in,0,0,0
2025.08.08 12:00:58,17676011,sell,0.05,USDJPY,147.625,79954470,,,out,0,0.35,7.51
2025.08.08 12:01:23,17676014,sell,0.05,USDJPY,147.578,79954474,,,in,0,0,0
2025.08.08 12:02:56,17676025,buy,0.05,EURUSD,1.1642,79954486,,,in,0,0,0
2025.08.08 13:41:05,17676630,buy,0.05,USDJPY,147.821,79955086,[sl 147.820],,out,0,0,-7.07
2025.08.08 13:42:02,17676634,buy,0.07,USDJPY,147.822,79955091,,,in,0,0,0
2025.08.08 13:54:52,17676749,sell,0.07,USDJPY,147.784,79955205,,,in,0,0,0
2025.08.08 14:37:23,17677030,buy,0.07,USDJPY,147.775,79955489,,,out,0,0,0.37
2025.08.08 14:42:13,17677066,sell,0.07,USDJPY,147.741,79955524,,,in,0,0,0
2025.08.08 14:45:25,17677213,sell,0.05,EURUSD,1.16456,79955671,,,out,0,0,1.55
2025.08.08 14:57:09,17677275,sell,0.07,USDJPY,147.823,79955735,,,out,0,0,0.04
2025.08.08 15:00:10,17677293,buy,0.07,EURUSD,1.16448,79955753,,,in,0,0,0
2025.08.08 15:43:18,17677651,sell,0.07,EURUSD,1.16452,79956117,,,out,0,0,0.24
2025.08.08 15:43:19,17677652,buy,0.07,USDJPY,147.736,79956118,,,out,0,0,0.2
2025.08.08 15:48:21,17677711,buy,0.07,EURUSD,1.16466,79956153,,,in,0,0,0
2025.08.08 15:48:26,17677718,sell,0.07,USDJPY,147.739,79956154,,,in,0,0,0
2025.08.08 15:51:56,17677775,buy,0.07,USDJPY,147.837,79956248,,,in,0,0,0
2025.08.08 16:18:20,17678048,sell,0.07,EURUSD,1.16528,79956524,,,out,0,0,3.72
2025.08.08 16:21:31,17678074,buy,0.07,EURUSD,1.16528,79956552,,,in,0,0,0
2025.08.08 16:52:24,17678614,sell,0.07,USDJPY,147.842,79957096,,,out,0,0,0.2
2025.08.08 20:38:16,17680743,sell,0.07,EURUSD,1.16645,79959279,,,out,0,0,7.02
2025.08.08 20:38:26,17680744,buy,0.07,USDJPY,147.687,79959280,,,out,0,0,2.11
2025.08.11 12:52:55,17685208,buy,0.05,USDJPY,147.648,79963801,,,in,0,0,0
2025.08.11 14:30:46,17685818,sell,0.05,USDJPY,147.855,79964421,,,out,0,0,6.01
2025.08.11 14:38:46,17685884,buy,0.05,USDJPY,147.89,79964485,,,in,0,0,0
2025.08.11 17:37:16,17687992,buy,0.05,EURUSD,1.16015,79966621,,,out,0,0.32,8.06
2025.08.11 17:45:03,17688100,sell,0.05,USDJPY,147.978,79966729,,,out,0,0,2.56
2025.08.11 18:16:36,17688478,buy,0.05,USDJPY,148.089,79967125,,,in,0,0,0
2025.08.11 18:30:03,17688566,buy,0.05,EURUSD,1.16038,79967214,,,in,0,0,0
2025.08.11 19:27:15,17688950,sell,0.05,USDJPY,147.922,79967594,,,in,0,0,0
2025.08.11 19:47:01,17689057,buy,0.05,USDJPY,148.031,79967704,[sl 148.031],,out,0,0,-3.17
2025.08.11 19:57:42,17689163,sell,0.05,EURUSD,1.16068,79967812,,,out,0,0,1.29
2025.08.12 04:19:12,17690753,sell,0.05,USDJPY,148.313,79969427,,,out,0,0.35,6.5
2025.08.12 09:40:03,17691828,sell,0.05,USDJPY,148.218,79970579,,,in,0,0,0
2025.08.12 11:38:10,17692625,buy,0.05,USDJPY,148.46,79971392,[sl 148.460],,out,0,0,-7.02
2025.08.12 12:50:14,17693124,buy,0.05,USDJPY,148.45,79971893,,,in,0,0,0
2025.08.12 12:50:35,17693137,sell,0.05,EURUSD,1.16003,79971906,,,in,0,0,0
2025.08.12 16:57:18,17698768,buy,0.05,EURUSD,1.16512,79977618,,,in,0,0,0
2025.08.12 17:00:05,17698834,sell,0.05,USDJPY,148.136,79977685,,,in,0,0,0
2025.08.12 17:05:27,17698951,sell,0.05,EURUSD,1.16583,79977803,,,out,0,0,3.05
2025.08.12 17:06:11,17698974,buy,0.05,USDJPY,148.125,79977832,,,out,0,0,0.32
2025.08.12 17:16:18,17699262,sell,0.05,EURUSD,1.16423,79978122,,,in,0,0,0
2025.08.13 11:29:22,17705987,sell,0.05,USDJPY,147.324,79984950,,,in,0,0,0
2025.08.13 11:55:39,17706334,buy,0.05,USDJPY,147.237,79985294,,,out,0,0,2.52
2025.08.13 13:04:05,17707092,sell,0.05,USDJPY,147.189,79986059,,,in,0,0,0
2025.08.13 13:05:18,17707118,buy,0.05,USDJPY,147.297,79986084,[sl 147.297],,out,0,0,-3.13
2025.08.13 16:53:28,17709999,sell,0.05,USDJPY,147.219,79988980,,,in,0,0,0
2025.08.13 16:55:45,17710033,buy,0.05,EURUSD,1.17063,79989015,,,in,0,0,0
2025.08.13 18:00:49,17711907,sell,0.05,EURUSD,1.17186,79990890,,,out,0,0,5.25
2025.08.13 18:01:02,17711911,buy,0.05,USDJPY,147.187,79990894,,,out,0,0,0.93
2025.08.14 04:01:12,17716215,sell,0.05,USDJPY,146.528,79995228,[sl 146.529],,out,0,1.37,-55.99
2025.08.14 15:34:35,17722376,buy,0.05,EURUSD,1.16676,80001485,,,in,0,0,0
2025.08.14 15:35:24,17722466,sell,0.05,USDJPY,146.851,80001575,,,in,0,0,0
2025.08.14 17:05:27,17724146,buy,0.05,USDJPY,147.515,80003300,[sl 147.515],,out,0,0,-19.33
2025.08.14 17:05:52,17724178,sell,0.05,EURUSD,1.16429,80003329,[sl 1.16429],,out,0,0,-10.61
2025.08.14 19:17:30,17725737,buy,0.05,EURUSD,1.1633,80004917,,,out,0,0.63,4
2025.08.22 09:27:48,17771155,buy,0.05,EURUSD,1.15908,80051159,,,out,0,1.9,4.1
2025.08.22 17:00:22,17773950,sell,0.05,EURUSD,1.16511,80053601,,,in,0,0,0
2025.08.22 17:01:15,17774247,buy,0.05,USDJPY,147.693,80054302,,,in,0,0,0
2025.08.22 17:14:44,17775510,sell,0.05,USDJPY,147.278,80055758,,,in,0,0,0
2025.08.22 17:15:02,17775529,buy,0.05,EURUSD,1.1682,80055777,,,in,0,0,0
2025.08.22 17:20:45,17775943,buy,0.05,USDJPY,147.066,80056185,,,out,0,0,6.16
2025.08.22 17:20:51,17775952,sell,0.05,EURUSD,1.16928,80056194,,,out,0,0,4.62
2025.08.22 17:25:07,17776108,sell,0.05,USDJPY,147.004,80056351,,,in,0,0,0
2025.08.22 17:53:49,17777132,buy,0.05,EURUSD,1.1717,80057396,,,in,0,0,0
2025.08.22 17:58:33,17777246,buy,0.05,USDJPY,146.884,80057512,,,out,0,0,3.49
2025.08.22 18:01:08,17777291,sell,0.05,USDJPY,146.837,80057560,,,in,0,0,0
2025.08.22 18:10:57,17777518,buy,0.05,USDJPY,146.691,80057794,,,out,0,0,4.24
2025.08.22 18:11:00,17777519,sell,0.05,EURUSD,1.17265,80057795,,,out,0,0,4.05
2025.08.22 18:13:09,17777563,sell,0.05,USDJPY,146.622,80057838,,,in,0,0,0
2025.08.22 18:37:16,17778003,buy,0.05,USDJPY,146.724,80058284,,,out,0,0,-2.97
2025.08.27 08:11:03,17796410,buy,0.05,EURUSD,1.16161,80076854,,,out,0,0.48,15.07
2025.08.27 08:11:09,17796411,sell,0.05,USDJPY,147.943,80076855,,,out,0,1.05,7.27
2025.08.27 10:48:48,17797260,sell,0.05,EURUSD,1.15982,80077744,,,in,0,0,0
2025.08.27 11:31:51,17797724,buy,0.05,USDJPY,147.995,80078209,,,in,0,0,0
2025.08.27 11:43:28,17797890,buy,0.05,EURUSD,1.15847,80078378,,,out,0,0,5.83
2025.08.27 18:57:02,17801368,buy,0.05,EURUSD,1.16098,80081906,,,in,0,0,0
2025.08.27 19:47:08,17801887,sell,0.05,EURUSD,1.16294,80082447,[tp 1.16293],,out,0,0,8.43
2025.08.28 01:35:45,17803458,buy,0.05,USDJPY,147.252,80082943,,,in,0,0,0
2025.08.28 03:12:43,17803574,sell,0.05,GBPUSD,1.34986,80084208,,,in,0,0,0
2025.08.29 03:55:19,17813529,sell,0.05,USDJPY,146.807,80094388,,,in,0,0,0
2025.08.29 04:20:55,17813856,buy,0.05,USDJPY,146.987,80094716,,,out,0,0,-5.25
2025.08.29 12:17:27,17818072,buy,0.05,GBPUSD,1.34791,80098971,[sl 1.34789],,out,0,-0.06,8.35
2025.08.29 15:11:46,17818902,sell,0.05,GBPUSD,1.34459,80099813,,,in,0,0,0
2025.08.29 15:24:54,17818964,sell,0.05,USDJPY,147.287,80099875,,,in,0,0,0
2025.08.29 15:25:23,17818968,buy,0.05,GBPUSD,1.34555,80099879,,,in,0,0,0
2025.08.29 15:30:25,17819035,buy,0.05,EURUSD,1.16624,80099952,,,in,0,0,0
2025.08.29 15:32:56,17819142,sell,0.05,EURUSD,1.16509,80100056,[sl 1.16509],,out,0,0,-4.94
2025.08.29 15:33:04,17819147,buy,0.05,USDJPY,147.282,80100062,,,out,0,0,0.15
2025.08.29 15:36:35,17819224,sell,0.05,GBPUSD,1.34587,80100140,,,out,0,0,1.37
2025.08.29 15:45:34,17819311,sell,0.05,USDJPY,147.327,80100228,,,out,0,0.35,2.18
2025.08.29 18:01:00,17821727,sell,0.05,USDJPY,146.806,80102665,,,in,0,0,0
2025.08.29 18:06:11,17822007,buy,0.05,USDJPY,146.874,80102947,[sl 146.870],,out,0,0,-1.98
,,,,,,,,,,0,9.81,3.9
,,,,,,,,,,Closed P/L:,,13.71
,,,,,,,,,,Deposit/Withdrawal:,,0
,,,,,,,,,,Credit Facility:,,0
,,,,,,,,,,Round Commission:,,0
,,,,,,,,,,Instant Commission:,,0
,,,,,,,,,,Additional Operations:,,0
,,,,,,,,,,Total:,,13.71
,,,,,,,,,,,,
Positions:,,,,,,,,,,,,
Open Time,Ticket,Type,Size,Item,Price,S / L,T / P,Market Price,,Swap,Profit,
2025.08.05 13:26:05,79924049,sell,0.05,EURUSD,1.15366,1.1813,1.1411,1.16879,,4.28,-64.73,
2025.08.29 15:11:46,80099813,sell,0.05,GBPUSD,1.34459,1.35887,1.33894,1.35066,,-0.06,-25.97,
2025.08.27 11:31:51,80078209,buy,0.05,USDJPY,147.995,145.673,149.383,147.017,,1.74,-28.46,
,,,,,,,,,,5.96,,-119.16
,,,,,,,,,,Floating P/L:,,-113.2
Working Orders:,,,,,,,,,,,,
Open Time,Ticket,Type,Size,Item,Price,S / L,T / P,Market Price,,Comment,,
No transactions,,,,,,,,,,,,
,,,,,,,,,,,,
A/C Summary:,,,,,,,,,,,,
Closed Trade P/L:,,,13.71,,,,Previous Ledger Balance:,,,727.34,,
Deposit/Withdrawal:,,,0,,,,Previous Equity:,,,727.34,,
Total Credit Facility:,,,0,,,,Balance:,,,741.05,,
Round Commission:,,,0,,,,Equity:,,,627.85,,
Instant Commission:,,,0,,,,Floating P/L:,,,-113.2,,
Additional Operations:,,,0,,,,Margin Requirements:,,,503.91,,
Total:,,,13.71,,,,Available Margin:,,,123.94,,
